_id,created_date,id,is_private,quantity,total_price,payment_token_symbol,payment_token_usd_price,asset_token_id,asset_num_sales,asset_id,asset_image_url,transaction_from_account_username,seller_username,winner_account_username
61b41aebd6ab32dbd9a84ead,2021-12-11T01:34:59.756318,2426456145,unknown,1,37000000000000000000,ASH,1.910000000000000000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,ragnuuts,ragnuuts,Leska
61b41aebd6ab32dbd9a84eae,2021-12-11T01:18:46.011373,2426300476,unknown,5,185000000000000000000,ASH,1.910000000000000000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,l3en,l3en,Thrilla
61b41aebd6ab32dbd9a84eaf,2021-12-11T01:09:59.941599,2426214205,False,1,880000000000000000,ETH,3983.769999999999982000,28082,1,68849837,https://lh3.googleusercontent.com/tvdgyXUsclfNOQHD-ZWWzAWbHvuHqEeVWe9bHvDBAT3kGuYPdcFiwUcMxMsjhlPqSvVNBnWHWWOmPv2B3ePUE9GlDYXhYk-m984cIg,CTop_4_CFutt,unknown,CTop_4_CFutt
61b41aebd6ab32dbd9a84eb0,2021-12-11T00:26:19.331038,2425841087,False,1,940000000000000000,ETH,3983.769999999999982000,8997,2,59337933,https://lh3.googleusercontent.com/KMvrn06HZVLlFfffqIl5gEBjz_Gt1UXaQQl2xZetPvN9v96Xmp_Xn_mK2z9VYqlWe5wmDr-0ggam1Y-bM_9KwHxYYliu6VMDZ6pj,papajdog,099880,papajdog
61b41aebd6ab32dbd9a84eb1,2021-12-10T23:52:41.051801,2425582722,unknown,1,690000000000000000,WETH,3972.699999999999818000,8288,2,59325711,https://lh3.googleusercontent.com/6gpCOjSDKut2W8jHydFq70PnbyPDxnAtJZ74eyTDy3Zxk5wKsOJ14AOoUmMmfgxhDbBbsLhH8i0kwhgW-MVeJg0xXROKcSGY6-hH12A,RCM09,RCM09,unknown
61b41aebd6ab32dbd9a84eb2,2021-12-10T23:51:11.043096,2425572129,False,1,345000000000000000,ETH,3983.769999999999982000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,unknown,unknown,unknown
61b41aebd6ab32dbd9a84eb3,2021-12-10T23:17:57.642806,2425461114,False,1,343000000000000000,ETH,3983.769999999999982000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,ajberni,PaperHander,ajberni
61b41aebd6ab32dbd9a84eb4,2021-12-10T21:44:39.050153,2425163073,False,1,320000000000000000,ETH,3983.769999999999982000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,unknown,HOTBREADS,unknown
61b41aebd6ab32dbd9a84eb5,2021-12-10T21:42:03.948923,2425154951,False,1,990000000000000000,ETH,3983.769999999999982000,18273,2,61593703,https://lh3.googleusercontent.com/HUgJhtVJnkcuRaSYwWzjoHQBNnkURMoqxx0udquWELBho5wvysH52CepPa4AKEWR4q-52Z8Jg7I3gbrkYj9bdJ1tFFzQl82vZiVl,unknown,0x8347x8f3d,unknown
61b41aebd6ab32dbd9a84eb6,2021-12-10T19:47:56.985709,2424790568,False,1,960000000000000000,ETH,3983.769999999999982000,1614,1,59269456,https://lh3.googleusercontent.com/_WTnkSALN3k2k_8hf7iEwzd9-AUuP-zCjBRR4P3VRUDZa03XkFbQ45j0i7llRrn5acEQ-Tzs2BepFztrLOF44LRcy7P0_5ioCXAW0g,unknown,mikefio,unknown
61b41aebd6ab32dbd9a84eb7,2021-12-10T19:32:35.343777,2424740397,unknown,1,714000000000000000,WETH,3972.699999999999818000,8997,2,59337933,https://lh3.googleusercontent.com/KMvrn06HZVLlFfffqIl5gEBjz_Gt1UXaQQl2xZetPvN9v96Xmp_Xn_mK2z9VYqlWe5wmDr-0ggam1Y-bM_9KwHxYYliu6VMDZ6pj,breakthroughX,breakthroughX,unknown
61b41aebd6ab32dbd9a84eb8,2021-12-10T19:23:44.392653,2424713334,False,1,368000000000000000,ETH,3983.769999999999982000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,Firmteam,misteropm,Firmteam
61b41aebd6ab32dbd9a84eb9,2021-12-10T19:20:35.595945,2424703460,False,1,350000000000000000,ETH,3983.769999999999982000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,unknown,N0r1,unknown
61b41aebd6ab32dbd9a84eba,2021-12-10T18:50:45.471528,2424603641,False,1,345000000000000000,ETH,3983.769999999999982000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,eLCapita,DaFoxDen,eLCapita
61b41aebd6ab32dbd9a84ebb,2021-12-10T18:02:14.044600,2424451856,False,1,890000000000000000,ETH,3983.769999999999982000,2140,1,59270043,https://lh3.googleusercontent.com/9XiIRzx_C5xJbDx9F_c_-F_Y99dhj72X8sOi5PhIIoEWbHXrZjkjDSg4Fu7f7BemvDfE5pBvLUtVlKtu0R6Dwolg3yqHPOItO7Eo9g,unknown,Ox_Juicy,unknown
61b41aebd6ab32dbd9a84ebc,2021-12-10T17:44:15.621337,2424393856,False,1,1050000000000000000,ETH,3983.769999999999982000,18424,2,61687029,https://lh3.googleusercontent.com/-wgPTcbchotJv2U6_DXXkc34lzDappAbYGZLP6O89Gf7cJj1MQTRPojPeUx44lYmnsOhLawy0MlUKtrQL7bLuA9msmkNyAKXD386,unknown,TH_LIN,unknown
61b41aebd6ab32dbd9a84ebd,2021-12-10T17:08:01.173867,2424280894,False,1,1000000000000000000,ETH,3983.769999999999982000,1577,1,59269327,https://lh3.googleusercontent.com/EXhoFkTridOhV4TbD2Wcmd85HsRoCTmj_rOSuXQeZpbcG3qw0p2G-a92oYcg8GtVJo3GMK3lb9I3KF_eYCAsDvcyRepMXhh2tBx3pw,Rubiks9,knashi,Rubiks9
61b41aebd6ab32dbd9a84ebe,2021-12-10T17:07:20.917673,2424278777,False,1,1000000000000000000,ETH,3983.769999999999982000,1573,1,59269304,https://lh3.googleusercontent.com/LOUVBVydPjDetIuDo2nC5XuE9CtopbBmGrF0H2b-341vxIoUPalQX4XI8VdAjUGluu51VQ5Hije6NVDmFz0vbcfppkP8hzkyfYuh,Rubiks9,knashi,Rubiks9
61b41aebd6ab32dbd9a84ebf,2021-12-10T16:18:49.019774,2424127093,False,1,960000000000000000,ETH,3983.769999999999982000,16778,1,60595907,https://lh3.googleusercontent.com/jbXWL2cJMtFgvWJqjxoNOdlohTLRtvQJzPak-DPvbrmxdHmkKejoWXb_xiavq_pvEfuKaYoueXvZE2hHRfEMl1RWp9bxpOkCTAFgfw,unknown,kyloren,unknown
61b41aebd6ab32dbd9a84ec0,2021-12-10T15:51:48.719030,2423936678,unknown,1,40000000000000000000,ASH,1.910000000000000000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,Cryptoken-1,Cryptoken-1,TheFinalNFT
61b41aebd6ab32dbd9a84ec1,2021-12-10T15:27:52.577940,2423635017,unknown,1,690000000000000000,WETH,3972.699999999999818000,12292,2,59477652,https://lh3.googleusercontent.com/4qsdtCTJ3I_po6_ZmtPMgbGeiZpz01PgGh-XH3Fr2x7YsAdC_5o_acJHa1gnGY30MzKLCo1oJ6JqoKDWclGvDQD7qKB2qm6Kc4ZoBA,RCM09,RCM09,Scallywag
61b41aebd6ab32dbd9a84ec2,2021-12-10T15:26:01.217774,2423612808,False,5,1825000000000000000,ETH,3983.769999999999982000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,unknown,unknown,unknown
61b41aebd6ab32dbd9a84ec3,2021-12-10T15:24:35.709039,2423596079,unknown,1,720000000000000000,WETH,3972.699999999999818000,8858,2,59336453,https://lh3.googleusercontent.com/Li1WTovqKNeBqaQMdXKIPjx7jPIHhnch_BQy49kDn95XQo8xZh_p4Y0-2K1Vx9dI9u_2y9SH5PJZRQJ0dJ0KZrSq1GKE_Xx4wcdvH6w,RCM09,RCM09,gdyhash
61b41aebd6ab32dbd9a84ec4,2021-12-10T15:24:09.016841,2423590650,False,1,364000000000000000,ETH,3983.769999999999982000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,unknown,9B93,unknown
61b41aebd6ab32dbd9a84ec5,2021-12-10T15:00:39.363367,2423274785,False,1,1950000000000000000,ETH,3983.769999999999982000,1662,2,59269568,https://lh3.googleusercontent.com/NCpbKuDjMBg3lobah4w3a47-ilgL_fX-KEZvZzeOi1fLXVq4d5jlE8BhePP3lCXHfvudPdyHNTy8Iikc8XR46_tgqIcdoJi-8JqN,unknown,LordTJVault,unknown
61b41aebd6ab32dbd9a84ec6,2021-12-10T14:53:59.858793,2423176599,False,1,900000000000000000,ETH,3983.769999999999982000,1765,2,59269591,https://lh3.googleusercontent.com/0bnECL3KIJDyY0Na4sHvWUoM3oNyfWTUtW9MPnY-3Nr3l2xQheXP_wt16Stq92fHxXP_5gB4iOnTOWg-dllMT2VEAsQ1ysOaqikLoUE,CTop_4_CFutt,RCM09,CTop_4_CFutt
61b41aebd6ab32dbd9a84ec7,2021-12-10T13:31:27.750578,2422078113,False,1,359000000000000000,ETH,3983.769999999999982000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,Tororo1,NiftyPins,Tororo1
61b41aebd6ab32dbd9a84ec8,2021-12-10T13:10:33.477193,2421819323,unknown,1,300000000000000000,WETH,3972.699999999999818000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,Zocktay,Zocktay,BJH_Vault_1
61b41aebd6ab32dbd9a84ec9,2021-12-10T13:03:59.822111,2421738239,unknown,1,300000000000000000,WETH,3972.699999999999818000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,Zocktay,Zocktay,RyRy75
61b41aebd6ab32dbd9a84eca,2021-12-10T13:20:38.141855,2421943334,False,1,359000000000000000,ETH,3983.769999999999982000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,unknown,NiftyPins,unknown
61b41aebd6ab32dbd9a84ecb,2021-12-10T13:15:45.809854,2421885939,unknown,1,301000000000000000,WETH,3972.699999999999818000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,Zocktay,Zocktay,unknown
61b41aebd6ab32dbd9a84ecc,2021-12-10T12:36:42.121486,2421373118,unknown,1,310000000000000000,WETH,3972.699999999999818000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,Zocktay,Zocktay,Iwillberemembered3217
61b41aebd6ab32dbd9a84ecd,2021-12-10T11:44:50.442970,2420709414,False,1,359000000000000000,ETH,3983.769999999999982000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,zahrakbari_b,SFisher1111,zahrakbari_b
61b41aebd6ab32dbd9a84ece,2021-12-10T11:39:12.111019,2420639208,False,1,336900000000000000,ETH,3983.769999999999982000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,Kalfahim,TDAO,Kalfahim
61b41aebd6ab32dbd9a84ecf,2021-12-10T11:37:32.148181,2420620568,False,1,1100000000000000000,ETH,3983.769999999999982000,8571,1,59331416,https://lh3.googleusercontent.com/RjNd4Lmg9U83og7-yp-2K_E8iOj9A77YNSpifffjQ40Wfprd0NsF3IZe4U8C7FMlbr8Ns-8CLVZtADVv14aQ8LhYNGMmd4pbrkSM,Kalfahim,bliteth,Kalfahim
61b41aebd6ab32dbd9a84ed0,2021-12-10T10:52:58.201837,2420105993,False,1,345000000000000000,ETH,3983.769999999999982000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,unknown,Brosquito420,unknown
61b41aebd6ab32dbd9a84ed1,2021-12-10T09:53:47.392911,2419352254,False,1,2490000000000000000,ETH,3983.769999999999982000,24795,1,68468264,https://lh3.googleusercontent.com/FbKUGTD0w3WTNWLpNMC4xEtXT9S1AXSjTjvgJygrgapEuR5z1vYkLwCaPw7HFQG2s3WWYVt0gDdxgolx8jzE4-BAzvm8mbGAGpDw2F8,unknown,DaMarksman7490,unknown
61b41aebd6ab32dbd9a84ed2,2021-12-10T08:56:52.750731,2418624446,unknown,2,667000000000000000,WETH,3972.699999999999818000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,TH_LIN,TH_LIN,unknown
61b41aebd6ab32dbd9a84ed3,2021-12-10T08:32:41.668176,2418359958,False,1,1050000000000000000,ETH,3983.769999999999982000,21632,1,65977720,https://lh3.googleusercontent.com/843i5wbFyIpzJw_o_SDg8bt-gGuO6fKEUYyEfVx23o7nRURvUybkbef-OJ1XD9sHU1HmprIdB9Giurt7xXbG0iXV2SAKGQDejn925w,unknown,unknown,unknown
61b41aebd6ab32dbd9a84ed4,2021-12-10T05:51:01.177839,2417259763,unknown,1,340000000000000000,WETH,3972.699999999999818000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,jpegczar,jpegczar,ragnuuts
61b41aebd6ab32dbd9a84ed5,2021-12-10T03:19:00.917088,2415552650,False,1,980000000000000000,ETH,3983.769999999999982000,22673,2,67505376,https://lh3.googleusercontent.com/HyEYjUWqn6s-HpQJqAVfEadtrmxMDv-6LNV7JoMdF113OIA3piRmf9msncrkV97O7Bq2U-VZXQArlNEv5aqCWRWw7V_UuLsmTyBkBQ,unknown,099880,unknown
61b41aebd6ab32dbd9a84ed6,2021-12-10T03:18:38.936076,2415548507,False,1,980000000000000000,ETH,3983.769999999999982000,1610,2,59269472,https://lh3.googleusercontent.com/Xvbd-Nyuolq_IevHF1UbPn9wJ5cbhieJqWJto8VVkqCssd3-AgDjbVhhATZHO4dmVa8VPPZcvSSUGKyvcNMu6iKTl4imiPo1aBI0,unknown,099880,unknown
61b41aebd6ab32dbd9a84ed7,2021-12-10T03:18:16.285807,2415544047,False,1,980000000000000000,ETH,3983.769999999999982000,23935,1,68123120,https://lh3.googleusercontent.com/33N6XNlw_1RFF_zpY_Ev-eqhWp2whDWG6ocqZju4qRYTO90bxivI0T3g8zuH0L39BlzreIBLMQHagR29jrdmOR-XAw8ppIfXwRIQfw,unknown,TDN7,unknown
61b41aebd6ab32dbd9a84ed8,2021-12-10T03:10:56.733930,2415463578,False,1,979999000000000000,ETH,3983.769999999999982000,22664,2,67498758,https://lh3.googleusercontent.com/E4HjZwPxZ3iaAjKFJhkBvMz07k_ErCJ8oHAmjnjIXwKabVgnYNyOQDPPSJtLTtjeAPt3MywOnanskKPvc_T1snWATQeT4G0vCNNodUc,unknown,unknown,unknown
61b41aebd6ab32dbd9a84ed9,2021-12-10T03:10:58.148275,2415463841,False,1,980000000000000000,ETH,3983.769999999999982000,12278,3,59477532,https://lh3.googleusercontent.com/mTixMTJ7JXd56wguIBuL4PfxNAfYZsWMLG4C48aiF0r2HRiWFGO9YpOuvIyrCbXvlM0-ohuvTdiqvuH9CKDTcDJwn_Ex2AspfNmG,unknown,unknown,unknown
61b41aebd6ab32dbd9a84eda,2021-12-10T03:05:11.787087,2415400264,False,1,950000000000000000,ETH,3983.769999999999982000,16593,2,60495011,https://lh3.googleusercontent.com/MWFuruv27x_1LymG0gYqa0CHLdbAY8dr77Osc3ro7HHwhnroI76QK1rWVAZfBYCjcMPIOUajp-IlAA9GQXMsyNff95UMEcseSfS19WI,unknown,fanman,unknown
61b41aebd6ab32dbd9a84edb,2021-12-10T02:40:20.595877,2415126912,unknown,1,1590000000000000000,WETH,3972.699999999999818000,7358,2,59309192,https://lh3.googleusercontent.com/LkoVSbnf2UPiIrv19IBt6ykR8mTYVqnqpXZLwg94mr_TB4tVZMAlEzr3WEKa_yeQ7NLvRlnsV2P64DoFImm0qT43pvOzTu2aWNy_Og,0xTT_vault,0xTT_vault,unknown
61b41aebd6ab32dbd9a84edc,2021-12-10T02:17:11.329878,2414862888,unknown,1,3000000000000000000,WETH,3972.699999999999818000,398,1,136835106,https://lh3.googleusercontent.com/jP5glb3bHcUPR7UiK1I_t2B5hgjq21pKsXMco3vHM-0vkEyPKY-d7KB89oQZUYQQ1IXxRvPLmH8giMCq4QmwUu3x1WQFnpsKgLx-,LoverOfCats,LoverOfCats,unknown
61b41aebd6ab32dbd9a84edd,2021-12-10T02:12:23.550656,2414807149,False,1,810000000000000000,ETH,3983.769999999999982000,12453,2,59488421,https://lh3.googleusercontent.com/p7iUWzG-yw_fAeVAJl7kgZFoIp7asZWqOD7iAflfFhGy8jKid0W6rY2zCx6JhPSbyKefMNGsu7un_PWwv1Ptj455o3eLWKNgtnGbPMk,Ennui347,RCM09,Ennui347
61b41aebd6ab32dbd9a84ede,2021-12-10T01:14:37.370421,2414173098,False,1,370000000000000000,ETH,3983.769999999999982000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,BlackchipApe,JacobsenWithAnE,BlackchipApe
61b41aebd6ab32dbd9a84edf,2021-12-10T01:11:49.282606,2414142645,True,1,2000000000000000000,ETH,3983.769999999999982000,15764,1,60108621,https://lh3.googleusercontent.com/smxWSSNVMk0RzIxf_oeuW4PeEhgob6fl0qBej10WNGfzyYa6p6Vv8EFc72xQj02N1JOCMYafughudvSpPm7H3wIpzhI83C8KEV5h3Q,BlackchipApe,CIEGE,BlackchipApe
61b41aebd6ab32dbd9a84ee0,2021-12-10T01:10:42.508388,2414130355,False,1,116000000000000000000,ASH,1.910000000000000000,12439,3,59486204,https://lh3.googleusercontent.com/aVBy434RfH4GeNWuEuPu0prsjry5FGqpgFuwSuw0APxTmO4nAaZ--v9w3EOLcjRlFqhvikG6ToBPwB9F5wZbJrT14Z5Th-LJMv9R,Thrilla,ycsurf,Thrilla
61b41aebd6ab32dbd9a84ee1,2021-12-10T00:27:04.805138,2413600456,False,1,360000000000000000,ETH,3983.769999999999982000,1,14807,44596334,https://lh3.googleusercontent.com/9GgkzN-7si-yuuOHyZ6OmOj28LBRutwfFA-rgJnT10vXDuv8-nJdVd5r6UjQEnvlquDEYHVlXIt82Y5rzKNXljSV9rp7hI6BQtCleQ,TheLounge,DaFoxDen,TheLounge
61b41aebd6ab32dbd9a84ee2,2021-12-10T00:02:00.219026,2413302834,unknown,1,698000000000000000,WETH,3972.699999999999818000,1611,1,59269478,https://lh3.googleusercontent.com/714jwHCAg-IlaY8gSPru19y3XjWT98Gk1Q-7IiIT4RD62z5DN26fUMUNxuOb3EXlCpilA9qmthiKQX-McnhJVVV7NDZxwEWysf8K,cloudsncream,cloudsncream,Scallywag
